level_0,level_1,Name,join_artists,Score
1005,5445,1.0,1.0,2.0
1006,5449,1.0,1.0,2.0
1008,5513,1.0,1.0,2.0
1042,5733,1.0,1.0,2.0
1146,6221,1.0,1.0,2.0
1179,6437,1.0,1.0,2.0
1180,6434,1.0,1.0,2.0
1181,6438,1.0,1.0,2.0
1182,6439,1.0,1.0,2.0
1186,6443,1.0,1.0,2.0
1187,6445,1.0,1.0,2.0
1198,6510,1.0,1.0,2.0
1201,6586,1.0,1.0,2.0
1212,6675,1.0,1.0,2.0
1217,6716,1.0,1.0,2.0
1270,6930,1.0,1.0,2.0
1343,7251,1.0,1.0,2.0
1367,7510,1.0,1.0,2.0
1380,7514,1.0,1.0,2.0
1403,7669,1.0,1.0,2.0
1411,7711,1.0,1.0,2.0
1412,7712,1.0,1.0,2.0
1413,7715,1.0,1.0,2.0
1415,7717,1.0,1.0,2.0
1416,7718,1.0,1.0,2.0
1417,7721,1.0,1.0,2.0
1418,7722,1.0,1.0,2.0
1419,7723,1.0,1.0,2.0
1420,7724,1.0,1.0,2.0
1451,7909,1.0,1.0,2.0
1454,7970,1.0,1.0,2.0
1511,8313,1.0,1.0,2.0
1515,8318,1.0,1.0,2.0
1528,8503,1.0,1.0,2.0
1530,8516,1.0,1.0,2.0
1536,8515,1.0,1.0,2.0
1549,8686,1.0,1.0,2.0
1575,8957,1.0,1.0,2.0
1578,8970,1.0,1.0,2.0
1584,9014,1.0,1.0,2.0
1588,9029,1.0,1.0,2.0
1592,9007,1.0,1.0,2.0
1626,9538,1.0,1.0,2.0
1637,9589,1.0,1.0,2.0
1653,9704,1.0,1.0,2.0
1666,9901,1.0,1.0,2.0
1670,9909,1.0,1.0,2.0
1671,9887,1.0,1.0,2.0
1677,9916,1.0,1.0,2.0
1678,9896,1.0,1.0,2.0
1683,9897,1.0,1.0,2.0
1685,9927,1.0,1.0,2.0
1689,9933,1.0,1.0,2.0
1694,9935,1.0,1.0,2.0
1695,9936,1.0,1.0,2.0
1702,9968,1.0,1.0,2.0
1704,9969,1.0,1.0,2.0
1712,10007,1.0,1.0,2.0
1713,10008,1.0,1.0,2.0
1717,10083,1.0,1.0,2.0
1726,10140,1.0,1.0,2.0
1745,10161,1.0,1.0,2.0
1785,10653,1.0,1.0,2.0
1786,10679,1.0,1.0,2.0
1787,10680,1.0,1.0,2.0
1834,10871,1.0,1.0,2.0
1836,10872,1.0,1.0,2.0
1851,11020,1.0,1.0,2.0
1853,11022,1.0,1.0,2.0
1854,11023,1.0,1.0,2.0
1869,11061,1.0,1.0,2.0
1870,11065,1.0,1.0,2.0
